0,/cfg/pos1/on_distance,f,0.500000
8.01086e-05,/cfg/pos1/off_distance,f,4.688797
0.000110626,/cfg/pos1/pos_x,f,-2.000000
0.000160217,/cfg/pos1/pos_z,f,2.426458
0.000190735,/cfg/pos1/duration,f,100.000000
0.0335884,/cfg/pos1/pos_z,f,2.098425
0.0659218,/t/pos1,f,1.000000
0.0659828,/cfg/pos1/pos_z,f,1.770391
0.116776,/cfg/pos1/pos_z,f,1.442358
0.149681,/cfg/pos1/pos_z,f,1.114325
0.199593,/cfg/pos1/pos_z,f,0.786291
0.233643,/cfg/pos1/pos_z,f,0.458258
0.266651,/cfg/pos1/pos_z,f,0.130224
0.317104,/cfg/pos1/pos_z,f,-0.197809
0.349598,/cfg/pos1/pos_z,f,-0.525842
0.383801,/cfg/pos1/pos_z,f,-0.853876
0.434002,/cfg/pos1/pos_z,f,-1.181909
0.46756,/cfg/pos1/pos_z,f,-1.509943
0.516953,/cfg/pos1/pos_z,f,-1.837976
0.550568,/cfg/pos1/pos_z,f,-2.166009
0.601547,/cfg/pos1/pos_z,f,-2.494043
0.633648,/cfg/pos1/pos_x,f,-1.297873
0.633717,/cfg/pos1/pos_z,f,-2.500000
0.667084,/cfg/pos1/pos_x,f,-0.582761
0.719437,/cfg/pos1/pos_x,f,0.132352
0.751511,/cfg/pos1/pos_x,f,0.847465
0.801449,/cfg/pos1/pos_x,f,1.562578
0.833675,/cfg/pos1/pos_x,f,2.000000
0.833717,/cfg/pos1/pos_z,f,-2.373777
0.867992,/cfg/pos1/pos_z,f,-2.048726
0.917915,/cfg/pos1/pos_z,f,-1.723675
0.950359,/cfg/pos1/pos_z,f,-1.398623
0.983818,/cfg/pos1/pos_z,f,-1.073572
1.03431,/cfg/pos1/pos_z,f,-0.748521
1.06833,/cfg/pos1/pos_z,f,-0.423470
1.11852,/cfg/pos1/pos_z,f,-0.098418
1.15117,/cfg/pos1/pos_z,f,0.226633
1.20112,/cfg/pos1/pos_z,f,0.551684
1.23514,/cfg/pos1/pos_z,f,0.876735
1.26808,/cfg/pos1/pos_z,f,1.201787
1.31742,/cfg/pos1/pos_z,f,1.526838
1.3519,/cfg/pos1/pos_z,f,1.851889
1.40116,/cfg/pos1/pos_z,f,2.176940
1.43432,/cfg/pos1/pos_x,f,1.995619
1.43436,/cfg/pos1/pos_z,f,2.500000
1.46807,/cfg/pos1/pos_x,f,1.280506
1.51804,/cfg/pos1/pos_x,f,0.565393
1.55164,/cfg/pos1/pos_x,f,-0.149720
1.58496,/cfg/pos1/pos_x,f,-0.864833
1.63529,/cfg/pos1/pos_x,f,-1.579946
1.66862,/cfg/pos1/pos_x,f,-2.000000
